ID,API_NUMBER,LATITUDE,LONGITUDE,SURF_ELEV_ft,TOP,BOTTOM,FORMATION_SHORT,LITHOLOGY,COLOR,CONSISTENCY,MOD1,MOD2,INTERPRETED,COMPLETED,TOP_ELEV_ft,BOT_ELEV_ft
1109,121632718400.0,38.527161999899995,-90.0557609999,555.2039795,32.0,48.0,yellow clay-sand,CLAY AND SAND,YELLOW,,,,CLAY AND SAND MIX,1.0,523.2039795,507.20397949999995
1110,121632718499.99997,38.521803,-90.060429,533.7199707,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,533.7199707,532.7199707
1111,121632718600.00002,38.527013,-90.04879100059999,553.8179932,0.0,2.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,553.8179932,551.8179932
1112,121632718700.00003,38.521684,-90.05347299969999,551.7730102999999,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,551.7730102999999,550.7730102999999
1113,121632563800.00005,38.525774,-90.04925900009998,549.9299927000001,0.0,1.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,549.9299927000001,548.9299927000001
1114,121632563899.99998,38.5232479999,-90.05203699989998,541.2440186000001,0.0,1.0,brown top soil1,,,,,,,,541.2440186000001,540.2440186000001
1115,121632566300.00002,38.5213659996,-90.0553399996,563.1049805,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,563.1049805,562.1049805
1116,121632567400.0,38.5259759998,-90.0521109995,557.0750122000001,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,557.0750122000001,556.0750122000001
1117,121632570600.00002,38.522087999600004,-90.0562449996,560.8599853999999,0.0,1.0,black topsoil,SOIL,BLACK,,,,SOIL,1.0,560.8599853999999,559.8599853999999
1118,121632571400.0,38.5295319997,-90.0525360005,551.585022,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,551.585022,550.585022
1119,121632571500.00002,38.5292030004,-90.0502980002,538.7219848999999,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,538.7219848999999,537.7219848999999
1120,121632575500.00002,38.5272579996,-90.0530699997,565.0020142000001,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,565.0020142000001,564.0020142000001
1121,121632576800.0,38.524163,-90.05532699959998,556.9650268999999,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,556.9650268999999,555.9650268999999
1122,121632647299.99998,38.5271919999,-90.0580700001,561.1760254,0.0,34.0,over,UNKNOWN,,,,,UNKNOWN,1.0,561.1760254,527.1760254
1123,121632577699.99997,38.5274559999,-90.0565610005,544.1710205,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,544.1710205,543.1710205
1124,121632656200.00002,38.5253510004,-90.0557719998,557.7709961,0.0,1.0,black topsoil,SOIL,BLACK,,,,SOIL,1.0,557.7709961,556.7709961
1125,121632584300.00002,38.522834999699995,-90.05194999939998,546.0910034,0.0,1.0,black topsoil,SOIL,BLACK,,,,SOIL,1.0,546.0910034,545.0910034
1126,121632585299.99998,38.5276950005,-90.0540779995,561.4520263999999,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,561.4520263999999,560.4520263999999
1127,121632660699.99998,38.5217669997,-90.058109,559.9489746,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,559.9489746,558.9489746
1128,121632591799.99998,38.527400999899996,-90.05779099989999,556.0150146000001,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,556.0150146000001,555.0150146000001
1129,121632596499.99998,38.529376,-90.0517440004,511.4859924,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,511.4859924,510.4859924
1130,121632670999.99998,38.5271210002,-90.05344499979999,563.1610107000001,0.0,1.0,dark top soil,SOIL,,,,,SOIL,-1.0,563.1610107000001,562.1610107000001
1131,121630280500.00002,38.527604999699996,-90.0502329999,538.3770142000001,0.0,20.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,538.3770142000001,518.3770142000001
1132,121632608999.99998,38.528461,-90.050211,550.2399902000001,0.0,1.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,550.2399902000001,549.2399902000001
1133,121632681300.00002,38.5217669997,-90.058109,559.9489746,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,559.9489746,558.9489746
1134,121632610399.99998,38.527161999899995,-90.0557609999,555.2039795,0.0,3.0,topsoil,SOIL,,,,,SOIL,1.0,555.2039795,552.2039795
1135,121632610700.00002,38.5269579999,-90.0464640003,551.4749756,0.0,43.0,overburden,DRIFT,,,,,GENERIC,1.0,551.4749756,508.4749756
1136,121632610800.00002,38.5269579999,-90.0464640003,551.4749756,0.0,43.0,overburden,DRIFT,,,,,GENERIC,1.0,551.4749756,508.4749756
1137,121632611700.00002,38.525952999699996,-90.0528489994,545.7969971,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,545.7969971,544.7969971
1138,121632611799.99998,38.521684,-90.05347299969999,551.7730102999999,0.0,35.0,overburden,DRIFT,,,,,GENERIC,1.0,551.7730102999999,516.7730102999999
1139,121632689299.99998,38.5260819996,-90.0476310003,553.867981,0.0,95.0,clay,CLAY,,,,,CLAY,1.0,553.867981,458.867981
1140,121632733100.00003,38.527013,-90.04879100059999,553.8179932,0.0,1.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,553.8179932,552.8179932
1141,121632737099.99998,38.5253510004,-90.0557719998,557.7709961,0.0,1.0,topsoil,SOIL,,,,,SOIL,1.0,557.7709961,556.7709961
1142,121632754899.99997,38.5235759998,-90.0580980005,559.8649902000001,0.0,1.0,topsoil,SOIL,,,,,SOIL,1.0,559.8649902000001,558.8649902000001
1143,121632985999.99998,38.5251489998,-90.0464740002,555.4639892999999,0.0,25.0,clay brown & tan sticky,,,,,,,,555.4639892999999,530.4639892999999
1144,121632473200.00002,38.5218839999,-90.04049300049999,560.2390137,0.0,30.0,overburden,DRIFT,,,,,GENERIC,1.0,560.2390137,530.2390137
1145,121632473100.00003,38.522530000100005,-90.0363890005,554.0120239,0.0,1.0,topsoil,SOIL,,,,,SOIL,1.0,554.0120239,553.0120239
1146,121632565699.99997,38.520749000100004,-90.0422979999,551.4299927000001,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,551.4299927000001,550.4299927000001
1147,121632572400.0,38.5254760004,-90.0422769995,553.6489868,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,553.6489868,552.6489868
1148,121632572499.99997,38.5224580004,-90.0410169994,549.2299805,0.0,2.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,549.2299805,547.2299805
1149,121632576899.99997,38.524926,-90.04474699979998,552.651001,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,552.651001,551.651001
1150,121632577900.00003,38.522858999899995,-90.0404019995,558.3480225,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,558.3480225,557.3480225
1151,121632578499.99998,38.5229039996,-90.04256999989998,553.7769775,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,553.7769775,552.7769775
1152,121632579199.99998,38.5244060002,-90.04256400059998,543.8619995,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,543.8619995,542.8619995
1153,121632581299.99998,38.524776,-90.04245799979999,550.0910034,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,550.0910034,549.0910034
1154,121632581999.99998,38.523742999899994,-90.0425490002,544.9229736000001,0.0,1.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,544.9229736000001,543.9229736000001
1155,121632656600.0,38.5232389998,-90.04182799989998,552.8460083,0.0,1.0,black topsoil,SOIL,BLACK,,,,SOIL,1.0,552.8460083,551.8460083
1156,121632584400.0,38.5244360001,-90.0426349995,548.0859985000001,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,548.0859985000001,547.0859985000001
1157,121632587599.99998,38.5208609998,-90.0378180003,552.776001,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,552.776001,551.776001
1158,121632587700.00002,38.5227889996,-90.043518,542.3809813999999,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,542.3809813999999,541.3809813999999
1159,121632669100.00002,38.5232389998,-90.04182799989998,552.8460083,0.0,1.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,552.8460083,551.8460083
1160,121632610500.00002,38.522692999899995,-90.04229100009998,553.0209961,0.0,1.0,black topsoil,SOIL,BLACK,,,,SOIL,1.0,553.0209961,552.0209961
1161,121632610600.00002,38.5252250002,-90.03745000059999,551.5180054,0.0,2.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,551.5180054,549.5180054
1162,121632610899.99998,38.523591000399996,-90.04193600049999,551.7150268999999,0.0,1.0,top soil,SOIL,,,,,SOIL,1.0,551.7150268999999,550.7150268999999
1163,121632611000.00002,38.523602999699996,-90.04237499969999,550.382019,0.0,2.0,top soil & gray clay,CLAY,GRAY,,,,CLAY,-1.0,550.382019,548.382019
1164,121632611100.00002,38.5207409998,-90.0386950005,550.5289917,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,550.5289917,549.5289917
1165,121632611299.99997,38.520885999899996,-90.0389949995,550.71698,0.0,1.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,550.71698,549.71698
1166,121632611400.0,38.5236260001,-90.0403969997,552.8140258999999,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,552.8140258999999,551.8140258999999
1167,121632611599.99998,38.526182999899994,-90.03792799999998,551.4140014999999,0.0,1.0,top soil,SOIL,,,,,SOIL,1.0,551.4140014999999,550.4140014999999
1168,121632611900.00002,38.5207749996,-90.0403189995,558.5670166,0.0,1.0,brown top soil,SOIL,BROWN,,,,SOIL,1.0,558.5670166,557.5670166
1169,121632414799.99998,38.520926999699995,-90.04495199979999,524.8300171,0.0,1.0,"topsoil, brown",SOIL,BROWN,,,,SOIL,-1.0,524.8300171,523.8300171
1170,121632753900.00003,38.5214360002,-90.0418349999,550.8619995,0.0,6.0,brown clay,CLAY,BROWN,,,,CLAY,1.0,550.8619995,544.8619995
1171,121632793100.00002,38.5232389998,-90.04182799989998,552.8460083,0.0,2.0,dark brown clay silty,,,,,,,,552.8460083,550.8460083
1172,121632661499.99998,38.530458000100005,-90.0063530005,549.1829834,0.0,1.0,black top soil,SOIL,BLACK,,,,SOIL,1.0,549.1829834,548.1829834
1173,121632680000.0,38.5266699997,-90.01523899959999,553.8020019999999,0.0,26.0,soft-medium firm brown & gray clay,,,,,,,,553.8020019999999,527.8020019999999
1174,21.0,38.5313496713,-90.2758230169,492.20498660000004,0.0,100.0, BEDROCK, BEDROCK,,,,, BEDROCK,1.0,492.20498660000004,392.20498660000004
1175,121632409099.99998,38.5388409996,-90.24930600040001,407.7619934,0.0,102.0,sand,SAND,,,,,SAND,-1.0,407.7619934,305.7619934
1176,121630157600.0,38.537117000100004,-90.2468780001,402.9630127,0.0,2.0,soil,SOIL,,,,,SOIL,1.0,402.9630127,400.9630127
1177,121630158700.00003,38.5417039997,-90.23383199950001,410.0620117,0.0,12.0,surface soil,SOIL,,,,,SOIL,-1.0,410.0620117,398.0620117
1178,121630157200.0,38.5337529997,-90.2254549995,404.6130066,0.0,16.0,soil,SOIL,,,,,SOIL,1.0,404.6130066,388.6130066
1179,121630157300.00002,38.5370150002,-90.21981700040001,405.131012,0.0,12.0,soil,SOIL,,,,,SOIL,1.0,405.131012,393.131012
1180,121630158400.00002,38.5310610002,-90.22184300049999,401.32800289999994,0.0,16.0,soil,SOIL,,,,,SOIL,1.0,401.32800289999994,385.32800289999994
1181,121630158499.99998,38.531961999699995,-90.22304699959999,402.5580139,0.0,103.0,no record,UNKNOWN,,,,,UNKNOWN,1.0,402.5580139,299.5580139
1182,121632474699.99998,38.5381399999,-90.2241529998,401.8059998,0.0,4.0,sandy clay,CLAY WITH SAND,,,,,SAND AND CLAY MIX,1.0,401.8059998,397.8059998
1183,121632409900.00002,38.5393370003,-90.2264499995,402.16400150000004,0.0,4.0,clay,CLAY,,,,,CLAY,1.0,402.16400150000004,398.16400150000004
1184,121630157400.00002,38.5371679998,-90.21564700020001,400.0400085,0.0,5.0,soil,SOIL,,,,,SOIL,1.0,400.0400085,395.0400085
1185,121630290200.0,38.5423399999,-90.1987129999,417.07800289999994,0.0,4.0,"brown & gray clay,damp,stiff",CLAY,BROWN,,,,CLAY,0.0,417.07800289999994,413.07800289999994
1186,121630279200.0,38.5329360001,-90.164222,499.631012,0.0,85.0,top of lime (setting pipe 60-85'),,,,,,,,499.631012,414.631012
1187,121632665600.00002,38.533734,-90.1607419997,509.20599369999996,0.0,31.0,drift,GENERIC,,,,,GENERIC,1.0,509.20599369999996,478.20599369999996
1188,121632665699.99998,38.533734,-90.1607419997,509.20599369999996,0.0,45.0,drift,GENERIC,,,,,GENERIC,1.0,509.20599369999996,464.20599369999996
1189,121632472500.00002,38.5384619997,-90.136366,416.196991,0.0,125.0,clay,CLAY,,,,,CLAY,1.0,416.196991,291.196991
1190,121632596800.0,38.5351070003,-90.14222800040001,419.6080017,0.0,60.0,brn & gry clay,CLAY,BROWN,,,,CLAY,0.0,419.6080017,359.6080017
1191,121632411000.0,38.5405460001,-90.1373829998,419.6329956,0.0,40.0,clay,CLAY,,,,,CLAY,1.0,419.6329956,379.6329956
1192,121633091900.00003,38.5328629995,-90.12026899969999,458.76199339999994,0.0,3.0,"Peoria Silt, eroded at top, oxidized, yellow-brown, 10YR5/4",,,,,,,,458.76199339999994,455.76199339999994
1193,121632719900.00003,38.5346659998,-90.1225400002,504.8280029,0.0,23.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,504.8280029,481.8280029
1194,121630359699.99997,38.5410990004,-90.1271439996,416.33700560000005,0.0,100.0,clay and gravel,CLAY AND GRAVEL,,,,,CLAY AND GRAVEL MIX,-1.0,416.33700560000005,316.33700560000005
1195,121632585200.00002,38.534118000300005,-90.1310020003,428.77801510000006,0.0,28.0,brown sandy clay,CLAY WITH SAND,BROWN,,,,CLAY AND SAND MIX,1.0,428.77801510000006,400.77801510000006
1196,121632665500.00002,38.5327389998,-90.1298930003,500.41900630000004,69.0,70.0,soft brown clay,CLAY,BROWN,SOFT,,,CLAY,-1.0,431.41900630000004,430.41900630000004
1197,121632669199.99998,38.541932999699995,-90.13166200020001,414.0140076,0.0,1.0,top soil,SOIL,,,,,SOIL,1.0,414.0140076,413.0140076
1198,121632681000.0,38.5319650002,-90.12375300040001,505.5230103,0.0,53.0,over drift,DRIFT,,,,,GENERIC,1.0,505.5230103,452.5230103
1199,121630320999.99998,38.541859000100004,-90.1270250005,413.928009,0.0,93.0,clay,CLAY,,,,,CLAY,1.0,413.928009,320.928009
1200,121632472399.99995,38.5328479998,-90.1041169999,519.4619751,0.0,20.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,519.4619751,499.4619751
1201,121630176600.00005,38.5319409998,-90.10528599950001,512.7769775,0.0,120.0,surface,SOIL,,,,,SOIL,1.0,512.7769775,392.77697750000004
1202,121632569299.99997,38.5346639999,-90.1109829999,520.8569946,0.0,25.0,overburden,DRIFT,,,,,GENERIC,1.0,520.8569946,495.8569946
1203,121632373500.00002,38.5364780004,-90.110935,498.90600589999997,0.0,20.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,498.90600589999997,478.90600589999997
1204,121632398499.99997,38.5422730004,-90.09180099950001,501.32101439999997,0.0,50.0,sand & gravel,SAND AND GRAVEL,,,,,SAND AND GRAVEL,1.0,501.32101439999997,451.32101439999997
1205,121632399800.0,38.5400959997,-90.1016749995,534.6329956000001,0.0,18.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,534.6329956000001,516.6329956000001
1206,121633093400.00002,38.5364699999,-90.08331199950001,509.83300779999996,8.0,15.0,"Roxana Silt, sil, pinkish-brown, truncated top likely",,,,,,,,501.83300779999996,494.83300779999996
1207,121632995599.99998,38.5346550003,-90.0833380004,540.4420166,0.0,138.0,overburden  - silty clay till,,,,,,,,540.4420166,402.4420166
1208,121630354400.0,38.536472999699996,-90.0786880004,546.8309937000001,0.0,25.0,clay,CLAY,,,,,CLAY,1.0,546.8309937000001,521.8309937000001
1209,121632383800.0,38.533410999699996,-90.080864,553.5349731000001,0.0,47.0,overburden,DRIFT,,,,,GENERIC,1.0,553.5349731000001,506.5349731000001
1210,121632472300.00002,38.5400139996,-90.0671270001,542.8369751,0.0,57.0,clay,CLAY,,,,,CLAY,1.0,542.8369751,485.8369751
1211,121632609200.00002,38.5417419997,-90.0625470004,523.4539795,0.0,44.0,clay,CLAY,,,,,CLAY,1.0,523.4539795,479.45397949999995
1212,121633131400.0,38.5328189997,-90.0718189997,489.6380005,0.0,180.0,no formations provided,UNKNOWN,,,,,UNKNOWN,0.0,489.6380005,309.6380005
1213,121632503400.0,38.5396799996,-90.05914200049999,549.3389892999999,0.0,45.0,overburden,DRIFT,,,,,GENERIC,1.0,549.3389892999999,504.33898929999987
1214,121632942200.00002,38.5415080003,-90.05105999989999,573.6770019999999,0.0,19.0,Peoria loess,SILT,,,,,CLAY,-1.0,573.6770019999999,554.6770019999999
1215,121630131400.0,38.539116000199996,-90.0466369995,513.8809813999999,0.0,95.0,surface soil & mud,,,,,,,,513.8809813999999,418.8809813999999
1216,121632609099.99998,38.5349339996,-90.05511199999998,550.0120239,0.0,280.0,shale,BEDROCK,,,,,BEDROCK,1.0,550.0120239,270.01202390000003
1217,121632609299.99998,38.5416949998,-90.0602650002,542.5700072999999,0.0,45.0,overburden,DRIFT,,,,,GENERIC,1.0,542.5700072999999,497.57000729999993
1218,121632958099.99997,38.5407270003,-90.030733,574.2280272999999,0.0,10.0,fill,FILL,,,,,FILL,1.0,574.2280272999999,564.2280272999999
1219,121632679899.99998,38.538843000199996,-90.0237659994,561.7849731000001,0.0,39.0,over drift,DRIFT,,,,,GENERIC,1.0,561.7849731000001,522.7849731000001
1220,121632976700.00002,38.5369020001,-90.0075690001,564.5150146000001,0.0,12.0,"Peoria silt, silt loam, 10YR 5/4 mainly, modern soil solum in upper 3'",,,,,,,,564.5150146000001,552.5150146000001
1221,121633128700.00003,38.5439540004,-90.233859,416.4500122,0.0,5.0,lean clay cl brn stiff,,,,,,,,416.4500122,411.4500122
1222,121633129699.99997,38.5442540004,-90.2335369999,415.7430115,0.0,13.0,lean clay cl brown stiff,,,,,,,,415.7430115,402.7430115
1223,121632412000.0,38.5423019998,-90.23869999959999,403.4490051,0.0,5.0,"silt & clay,dark brownish gray",,,,,,,,403.4490051,398.4490051
1224,121632499000.0,38.553006000399996,-90.22818499969999,399.4370117,0.0,18.0,no record,UNKNOWN,,,,,UNKNOWN,1.0,399.4370117,381.4370117
1225,121633129599.99998,38.5445240004,-90.2332620003,416.57800289999994,0.0,11.0,lean clay cl brn stiff,,,,,,,,416.57800289999994,405.57800289999994
1226,121633129800.00002,38.5451099999,-90.232211,409.37399289999996,0.0,34.0,prly grdd s w/clay so-sc brn fine loose,,,,,,,,409.37399289999996,375.37399289999996
1227,121630132400.00005,38.5456989998,-90.2320340001,422.77700810000005,0.0,6.0,"slt,cl, slgtly calc brown",,,,,,,,422.77700810000005,416.77700810000005
1228,121630158600.00002,38.5460829998,-90.22761900030001,403.4309998,0.0,10.0,sand & loam,SAND,,,DIRTY,,SAND,-1.0,403.4309998,393.4309998
1229,121630188000.00002,38.5469709997,-90.2312039999,404.2929993,0.0,3.0,clay with silty lenses,,,,,,,,404.2929993,401.2929993
1230,121632673799.99998,38.551402,-90.2295190001,401.178009,0.0,39.0,over,UNKNOWN,,,,,UNKNOWN,1.0,401.178009,362.178009
1231,121632474599.99998,38.550423,-90.20941700030001,404.08700560000005,0.0,8.0,dirt & sandy clay,CLAY,,,DIRTY,SANDY,CLAY,-1.0,404.08700560000005,396.08700560000005
1232,121632873900.00002,38.5525989996,-90.19968499950001,402.446991,0.0,8.0,clay fat,,,,,,,,402.446991,394.446991
1233,121630132499.99998,38.5467340002,-90.2027320002,408.7730103,0.0,7.0,"s,sty,noncalc,vy f to f, dk brn",,,,,,,,408.7730103,401.7730103
1234,121630132600.0,38.5530220002,-90.2033710001,394.3869934,0.0,2.0,"silt,non-calcareous,dark brown",,,,,,,,394.3869934,392.3869934
1235,121630318700.00003,38.5459049998,-90.198688,417.7900085,0.0,4.0,gray clay,CLAY,GRAY,,,,CLAY,1.0,417.7900085,413.7900085
1236,121632873999.99998,38.549498999899996,-90.17886699959999,404.6059875,0.0,5.0,clay fat,,,,,,,,404.6059875,399.6059875
1237,121630132699.99998,38.548504,-90.18604699950001,400.9679871,0.0,2.0,"cl,vy sty,noncalc,wd frags,soil,grysh",,,,,,,,400.9679871,398.9679871
1238,121630132800.0,38.5513420001,-90.1804380003,400.3890076,0.0,4.0,"st & vy f s,wd frags,vy slgtly calc,brn",,,,,,,,400.3890076,396.3890076
1239,121630276999.99998,38.548504,-90.18604699950001,400.9679871,0.0,3.0,silt with clay lenses,,,,,,,,400.9679871,397.9679871
1240,121632874100.00002,38.548099999899996,-90.16047399969999,427.92700199999996,0.0,4.0,silt,SILT,,,,,SILT,1.0,427.92700199999996,423.92700199999996
1241,121633128399.99995,38.548274999899995,-90.1596279999,407.62600710000004,0.0,9.0,sandy silt-lean c silty c lt brn&gry dry,,,,,,,,407.62600710000004,398.62600710000004
1242,121633128499.99995,38.548274999899995,-90.1596279999,407.62600710000004,0.0,15.0,lean c brn & gry dry to moist,,,,,,,,407.62600710000004,392.62600710000004
1243,121632982099.99998,38.5442790002,-90.15368200040001,409.2149963,0.0,20.0,clay & sand,CLAY AND SAND,,,,,CLAY AND SAND MIX,1.0,409.2149963,389.2149963
1244,121630134800.0,38.549811,-90.1513979997,407.0820007,0.0,20.0,clay & sand,CLAY AND SAND,,,,,CLAY AND SAND MIX,1.0,407.0820007,387.0820007
1245,121632659600.0,38.549847999899995,-90.1536869997,412.12200930000006,0.0,43.0,over drift,DRIFT,,,,,GENERIC,1.0,412.12200930000006,369.12200930000006
1246,121632982200.00002,38.5462329999,-90.15826300049999,414.1530151,0.0,20.0,clay & sand,CLAY AND SAND,,,,,CLAY AND SAND MIX,1.0,414.1530151,394.1530151
1247,121632936899.99997,38.545890999899996,-90.14496099969999,407.1749878,25.0,30.0,same as above some mica noted alternating layers of clayey,,,,,,,,382.1749878,377.1749878
1248,121633119100.00003,38.549223,-90.10626600020001,438.0950012,0.0,171.0,no record,UNKNOWN,,,,,UNKNOWN,1.0,438.0950012,267.0950012
1249,121632472199.99998,38.544401999899996,-90.1109010002,542.9229736000001,0.0,45.0,overburden,DRIFT,,,,,GENERIC,1.0,542.9229736000001,497.9229736000001
1250,121632659500.00003,38.5437469996,-90.1084800005,526.0729980000001,0.0,62.0,over drift,DRIFT,,,,,GENERIC,1.0,526.0729980000001,464.0729980000001
1251,121632383700.00002,38.5474229997,-90.11083899959999,412.1159973,0.0,47.0,overburden,DRIFT,,,,,GENERIC,1.0,412.1159973,365.1159973
1252,121632680700.00002,38.5437469996,-90.1084800005,526.0729980000001,0.0,66.0,over drift,DRIFT,,,,,GENERIC,1.0,526.0729980000001,460.0729980000001
1253,121632680800.0,38.5464749996,-90.10508600040001,508.6740112,0.0,62.0,over drift,DRIFT,,,,,GENERIC,1.0,508.6740112,446.6740112
1254,121633093299.99998,38.550566000399996,-90.10224100030001,481.1820068,0.0,25.0,"Peoria Silt, mainly yellow-brown in upper part, gray-tan in lower part, laissez-gang bands are present in middle of unit; upper 2-4' is brown and weathered by modern soil",,,,,,,,481.1820068,456.1820068
1255,121630176399.99998,38.5482870004,-90.10280200010003,536.9959717,0.0,65.0,surface,SOIL,,,,,SOIL,1.0,536.9959717,471.99597170000004
1256,121632756499.99998,38.552819000300005,-90.09936000050001,437.7120056,0.0,43.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,437.7120056,394.7120056
1257,121632942099.99998,38.5527530004,-90.08081300010001,551.7819824,27.0,46.0,Roxana silt,SILT,,,,,CLAY,-1.0,524.7819824,505.78198239999995
1258,121632963600.0,38.5491450004,-90.08084700049999,549.0750122000001,0.0,47.0,clay brown silty soft,CLAY,BROWN,SOFT,SILTY,,CLAY,1.0,549.0750122000001,502.07501220000006
1259,121632608899.99998,38.550397999699996,-90.0753910003,552.1489868,0.0,1.0,top soil,SOIL,,,,,SOIL,1.0,552.1489868,551.1489868
1260,121632680899.99998,38.550864999699996,-90.06471400049999,518.2199707,0.0,68.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,518.2199707,450.2199707
1261,121630289099.99997,38.5445310001,-90.0659329995,566.2650146000001,0.0,12.0,medium brown loessial silty clay,,,,,,,,566.2650146000001,554.2650146000001
1262,121630289199.99998,38.5480929999,-90.0613240003,573.0360107000001,0.0,4.0,very stiff mottled loessial silty clay,,,,,,,,573.0360107000001,569.0360107000001
1263,121630289299.99998,38.5517370002,-90.0612719998,549.0620117000001,0.0,9.0,"medium brown silty clay, loess",,,,,,,,549.0620117000001,540.0620117000001
1264,121632740499.99998,38.5454939997,-90.0693429996,564.4270019999999,0.0,1.0,asphalt / crushed stone,FILL,,,,,FILL,0.0,564.4270019999999,563.4270019999999
1265,121632740599.99998,38.5454939997,-90.0693429996,564.4270019999999,0.0,1.0,asphalt / crushed stone,FILL,,,,,FILL,0.0,564.4270019999999,563.4270019999999
1266,121632740700.00003,38.5454939997,-90.0693429996,564.4270019999999,0.0,2.0,top soil,SOIL,,,,,SOIL,1.0,564.4270019999999,562.4270019999999
1267,121632740800.0,38.5454939997,-90.0693429996,564.4270019999999,0.0,1.0,"asphalt, crushed stone",FILL,,,,,FILL,-1.0,564.4270019999999,563.4270019999999
1268,121632740899.99998,38.5454939997,-90.0693429996,564.4270019999999,0.0,1.0,top soil,SOIL,,,,,SOIL,1.0,564.4270019999999,563.4270019999999
1269,121632739000.0,38.550715000100006,-90.03386899969999,571.3989868,0.0,3.0,brown silty clay,CLAY,BROWN,,SILTY,,CLAY,-1.0,571.3989868,568.3989868
1270,121632739100.00002,38.550715000100006,-90.03386899969999,571.3989868,0.0,27.0,medium brown clayey silt,,,,,,,,571.3989868,544.3989868
1271,121632739200.0,38.550715000100006,-90.03386899969999,571.3989868,0.0,5.0,oaker yellow clayey silt,,,,,,,,571.3989868,566.3989868
1272,121632739299.99998,38.5460829998,-90.0122530003,578.9260254,0.0,10.0,silty clay,CLAY,,,,,CLAY,1.0,578.9260254,568.9260254
1273,121632739400.0,38.5460829998,-90.0122530003,578.9260254,0.0,10.0,silty clay,CLAY,,,,,CLAY,1.0,578.9260254,568.9260254
1274,121632739500.00002,38.5460829998,-90.0122530003,578.9260254,0.0,10.0,silty clay,CLAY,,,,,CLAY,1.0,578.9260254,568.9260254
1275,121632576300.00002,38.5533250004,-89.99375600029998,588.6090088,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,588.6090088,587.6090088
1276,20.0,38.5533409681,-90.25736932219999,457.1159973,0.0,100.0, BEDROCK, BEDROCK,,,,, BEDROCK,1.0,457.1159973,357.1159973
1277,121633130499.99998,38.5560850002,-90.2259560003,399.9519958,0.0,5.0,sandy silt sm tan fine grained,,,,,,,,399.9519958,394.9519958
1278,121633131000.0,38.5555509998,-90.22493799950001,418.1180115,0.0,15.0,lean clay cl brown medium stiff,,,,,,,,418.1180115,403.1180115
1279,121630132300.00002,38.555291,-90.22578299979999,404.7130127,0.0,2.0,silt non-calcareous dark brown,,,,,,,,404.7130127,402.7130127
1280,121633121299.99998,38.5616669998,-90.2088889994,411.72500610000003,0.0,1.0,topsoil,SOIL,,,,,SOIL,1.0,411.72500610000003,410.72500610000003
